locationLabel;regionLabel;geoloc
Zalešany;okres Kolín;Point(15.007869831 50.035740745)
Branov;okres Rakovník;Point(13.842979977 50.012964641)
Libníkovice;okres Hradec Králové;Point(15.996212537 50.24420795)
Horní Kruty;okres Kolín;Point(14.959767484 49.919507964)
Sobčice;okres Jičín;Point(15.514909583 50.372326176)
Tavíkovice;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.103169847 49.033785009)
Souňov;okres Kutná Hora;Point(15.31561612 49.88007723)
Miskovice;okres Kutná Hora;Point(15.204779379 49.946183509)
Modletice;okres Praha-východ;Point(14.591143869 49.970229907)
Vitice;okres Kolín;Point(14.914571996 50.031069201)
Pšovlky;okres Rakovník;Point(13.591454204 50.108485978)
Milín;okres Příbram;Point(14.04604261 49.632008491)
Skřipel;okres Beroun;Point(14.067082067 49.842068255)
Předboj;okres Praha-východ;Point(14.476805415 50.225463461)
Tochovice;okres Příbram;Point(13.992443947 49.595571583)
Rokytá;okres Mladá Boleslav;Point(14.878351304 50.55000294)
Kuchařovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.076969062 48.875998033)
Mrač;okres Benešov;Point(14.690566078 49.829721044)
Nadryby;okres Plzeň-sever;Point(13.52452064 49.82078854)
Krychnov;okres Kolín;Point(15.057720354 50.006022276)
Ohaře;okres Kolín;Point(15.2950837 50.097836795)
Charvatce;okres Mladá Boleslav;Point(14.998694112 50.322687404)
Roupov;okres Plzeň-jih;Point(13.248953058 49.538651297)
Hněvnice;okres Plzeň-sever;Point(13.1031832 49.728605789)
Zvíkovec;okres Rokycany;Point(13.688602384 49.954170249)
Kuchařovice;okres Znojmo;Point(16.076969062 48.875998033)
Štichovice;okres Plzeň-sever;Point(13.302888701 49.97790545)
Tavíkovice;okres Znojmo;Point(16.103169847 49.033785009)
Tušovice;okres Příbram;Point(14.030574968 49.575694297)
Tisem;okres Benešov;Point(14.608007684 49.755705489)
Voznice;okres Příbram;Point(14.216599315 49.817229997)
Vlačice;okres Kutná Hora;Point(15.437550198 49.943095771)
Sudějov;okres Kutná Hora;Point(15.103899849 49.860757553)
Postřižín;okres Mělník;Point(14.386783815 50.233064475)
Hostovlice;okres Kutná Hora;Point(15.466354176 49.860306156)
Děkov;okres Rakovník;Point(13.554449144 50.171272193)
Vižina;okres Beroun;Point(14.104681684 49.85727598)
Trubská;okres Beroun;Point(13.993511274 49.954960817)
Výrovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.120290912 48.928295389)
Klučenice;okres Příbram;Point(14.21206664 49.553210736)
Ouběnice;okres Příbram;Point(14.159883236 49.717725215)
Unkovice;správní obvod obce s rozšířenou působností Židlochovice;Point(16.60404742 49.019246095)
Oucmanice;okres Ústí nad Orlicí;Point(16.281821442 49.989398437)
Zblovice;okres Znojmo;Point(15.705213772 48.957786305)
Stradonice;okres Kladno;Point(14.047009078 50.291440774)
Dýšina;okres Plzeň-město;Point(13.491556944 49.777445787)
Vlčetínec;okres Jindřichův Hradec;Point(15.054545958 49.264553207)
Krásná Hora nad Vltavou;okres Příbram;Point(14.277462816 49.604686941)
Nový Jáchymov;okres Beroun;Point(13.943253076 49.980849574)
Libice nad Doubravou;okres Havlíčkův Brod;Point(15.704282012 49.744969734)
Skoronice;okres Hodonín;Point(17.153429259 48.981343609)
Třanovice;okres Frýdek-Místek;Point(18.529224076 49.712434581)
Zámostí-Blata;okres Jičín;Point(15.253788679 50.470915319)
Husinec;okres Praha-východ;Point(14.375153866 50.173818473)
Suchdol nad Lužnicí;okres Jindřichův Hradec;Point(14.876960231 48.89340107)
Svijanský Újezd;okres Liberec;Point(15.043446526 50.587291113)
Újezdec;okres Uherské Hradiště;Point(17.271960384 49.036128421)
Větřní;okres Český Krumlov;Point(14.286158877 48.774330573)
Stračov;okres Hradec Králové;Point(15.640764564 50.301576037)
Vrbovec;správní obvod obce s rozšířenou působností Znojmo;Point(16.100610017 48.799818898)
Kozárovice;okres Příbram;Point(14.106523487 49.555606929)
Skrýchov u Malšic;okres Tábor;Point(14.596591468 49.33023965)
Spešov;okres Blansko;Point(16.629309053 49.394817196)
Toužetín;okres Louny;Point(13.886203146 50.315373409)
Velatice;okres Brno-venkov;Point(16.753593693 49.197397095)
Pěčín;okres Rychnov nad Kněžnou;Point(16.424754214 50.15380866)
Vrbovec;okres Znojmo;Point(16.100610017 48.799818898)
Studnice;okres Náchod;Point(16.089958973 50.421305724)
Proruby;okres Rychnov nad Kněžnou;Point(16.295411426 50.070612858)
Včelná;okres České Budějovice;Point(14.453839477 48.9238056)
Přelovice;okres Pardubice;Point(15.614861727 50.072835228)
Trboušany;okres Brno-venkov;Point(16.462853533 49.050713952)
Osičky;okres Hradec Králové;Point(15.676254637 50.143596143)
Martiněves;okres Litoměřice;Point(14.152906203 50.37278254)
Tismice;okres Kolín;Point(14.82112525 50.056237408)
Vlastibořice;okres Liberec;Point(15.052103678 50.618774157)
Volevčice;okres Most;Point(13.690477937 50.434974918)
Vydří;okres Jindřichův Hradec;Point(14.945640713 49.092493862)
Skomelno;okres Rokycany;Point(13.642211777 49.847458553)
Vejvanov;okres Rokycany;Point(13.652474103 49.868756424)
Budětice;okres Klatovy;Point(13.584692784 49.283459402)
Smědčice;okres Rokycany;Point(13.515136076 49.791975405)
Sulíkov;správní obvod obce s rozšířenou působností Boskovice;Point(16.489646036 49.544620804)
Topolná;okres Uherské Hradiště;Point(17.544343841 49.121872632)
Svitávka;správní obvod obce s rozšířenou působností Boskovice;Point(16.597964085 49.50180312)
Velká Chmelištná;okres Rakovník;Point(13.551618269 50.063727236)
Libkov;okres Chrudim;Point(15.756358956 49.841778714)
Tetín;okres Jičín;Point(15.632316694 50.424883736)
Šestajovice;okres Praha-východ;Point(14.680203478 50.108522786)
Stašov;okres Svitavy;Point(16.368960751 49.67491163)
Řepníky;okres Ústí nad Orlicí;Point(16.079658467 49.901510046)
Sulíkov;okres Blansko;Point(16.489646036 49.544620804)
Svitávka;okres Blansko;Point(16.597964085 49.50180312)
Střelice;okres Plzeň-jih;Point(13.134639157 49.630612415)
Skoronice;správní obvod obce s rozšířenou působností Kyjov;Point(17.153429259 48.981343609)
Bolešiny;okres Klatovy;Point(13.361640269 49.409996293)
Srnín;okres Český Krumlov;Point(14.343706922 48.845092636)
Vinary;okres Hradec Králové;Point(15.428936924 50.289559927)
Pržno;okres Frýdek-Místek;Point(18.361638901 49.613459085)
Milý;okres Rakovník;Point(13.867117917 50.232753746)
Starý Šachov;okres Děčín;Point(14.360474532 50.715139282)
Petkovy;okres Mladá Boleslav;Point(15.07690624 50.41324517)
Slepotice;okres Pardubice;Point(15.961406817 49.992109382)
Velatice;správní obvod obce s rozšířenou působností Šlapanice;Point(16.753593693 49.197397095)
Velenov;správní obvod obce s rozšířenou působností Boskovice;Point(16.73279556 49.486864081)
Unkovice;okres Brno-venkov;Point(16.60404742 49.019246095)
Kařez;okres Rokycany;Point(13.781667533 49.824341155)
Nedomice;okres Mělník;Point(14.61603716 50.259733767)
Vrbice;okres Rychnov nad Kněžnou;Point(16.251746145 50.089164404)
Strenice;okres Mladá Boleslav;Point(14.823139781 50.392617283)
Třebestovice;okres Nymburk;Point(14.958323921 50.124666694)
Vlkov pod Oškobrhem;okres Nymburk;Point(15.220486987 50.15605275)
Velká Jesenice;okres Náchod;Point(16.037713706 50.36111416)
Velké Svatoňovice;okres Trutnov;Point(16.028627169 50.531674626)
Vilémov;okres Děčín;Point(14.335432343 50.990616555)
Trboušany;správní obvod obce s rozšířenou působností Ivančice;Point(16.462853533 49.050713952)
Korouhev;okres Svitavy;Point(16.245825815 49.67135511)
Všechlapy;okres Nymburk;Point(15.028480211 50.221140965)
Starý Vestec;okres Nymburk;Point(14.846003418 50.143751755)
Velenov;okres Blansko;Point(16.73279556 49.486864081)
Šlapanov;okres Havlíčkův Brod;Point(15.657721989 49.542472512)
Úhřetická Lhota;okres Pardubice;Point(15.87280965 49.988612175)
Vchynice;okres Litoměřice;Point(14.020182236 50.510587164)
Panoší Újezd;okres Rakovník;Point(13.716877674 50.036089235)
Vícemil;okres Jindřichův Hradec;Point(14.894303824 49.263917886)
Soběraz;okres Jičín;Point(15.402077519 50.463416919)
Nedrahovice;okres Příbram;Point(14.455775739 49.60904094)
Dlouhá Třebová;okres Ústí nad Orlicí;Point(16.42334987 49.940429192)
Koryta;okres Plzeň-sever;Point(13.474814387 49.900602556)
Spešov;správní obvod obce s rozšířenou působností Blansko;Point(16.629309053 49.394817196)
Osek;okres Rokycany;Point(13.590986391 49.778103695)
Vilémov;okres Chomutov;Point(13.312127949 50.301071647)
Těškovice;okres Opava;Point(18.020947478 49.814083219)
Zblovice;správní obvod obce s rozšířenou působností Znojmo;Point(15.705213772 48.957786305)
Záměl;okres Rychnov nad Kněžnou;Point(16.298868497 50.096582964)
Vitín;okres České Budějovice;Point(14.545887936 49.089562699)
Všestudy;okres Chomutov;Point(13.507688775 50.457455887)
Velké Poříčí;okres Náchod;Point(16.189396479 50.461805189)
Veselý Žďár;okres Havlíčkův Brod;Point(15.526093889 49.639687495)
Hředle;okres Rakovník;Point(13.749491685 50.188091524)
Rybí;okres Nový Jičín;Point(18.075948398 49.600717849)
Páleč;okres Kladno;Point(14.049659712 50.312007952)
Kostelec u Křížků;okres Praha-východ;Point(14.557287964 49.907093512)
Čechtice;okres Benešov;Point(15.048284906 49.624088433)
Bražec;okres Karlovy Vary;Point(13.0467278 50.1747208)
Polná na Šumavě;okres Český Krumlov;Point(14.1469 48.7992)
Hospozín;okres Kladno;Point(14.171844659 50.306957939)
Dubičné;okres České Budějovice;Point(14.538772475 48.981146944)
Myslín;okres Písek;Point(14.027374586 49.532170355)
Boharyně;okres Hradec Králové;Point(15.630930204 50.203859039)
Loděnice;okres Beroun;Point(14.157917148 49.994940303)
Mlázovice;okres Jičín;Point(15.521693476 50.411913257)
Vysoká;okres Mělník;Point(14.538265768 50.41262451)
Rybníky;okres Příbram;Point(14.205951571 49.7527213)
Žižice;okres Kladno;Point(14.153972719 50.246359515)
Příčina;okres Rakovník;Point(13.667339718 50.065819954)
Bečváry;okres Kolín;Point(15.079872708 49.956768802)
Podlesí;okres Příbram;Point(13.981889982 49.690376357)
Pertoltice;okres Kutná Hora;Point(15.181662041 49.754867879)
Olešná;okres Beroun;Point(13.810065893 49.780446873)
Bělušice;okres Kolín;Point(15.321963896 50.069126495)
Olbramice;okres Ostrava-město;Point(18.088991447 49.789542846)
Zichovec;okres Kladno;Point(13.92610804 50.271141099)
Krchleby;okres Kutná Hora;Point(15.350359936 49.888950388)
Kounov;okres Rakovník;Point(13.675173132 50.21296588)
Tuřany;okres Kladno;Point(14.029108391 50.232322026)
Pečice;okres Příbram;Point(14.105529198 49.600497203)
Vlhlavy;Sedlec;Point(14.2942 49.0511)
Železná;okres Beroun;Point(14.091002011 50.009782183)
Hořešovice;okres Kladno;Point(13.966877936 50.271671225)
Radošovice;okres Benešov;Point(14.867603714 49.741058549)
Milíře;okres Tachov;Point(12.550443161 49.796415561)
Lipník;okres Mladá Boleslav;Point(14.912505946 50.272609162)
Tupadly;okres Kutná Hora;Point(15.403510977 49.869056062)
Břežany I;okres Kolín;Point(15.079015911 50.034985578)
Poštovice;okres Kladno;Point(14.137923696 50.31277088)
Doupovské Hradiště;okres Karlovy Vary;Point(13.016666666 50.233333333)
Němčice;okres Mladá Boleslav;Point(14.926641919 50.346828073)
Ctiměřice;okres Mladá Boleslav;Point(14.993444437 50.377851334)
Hvožďany;okres Příbram;Point(13.805150194 49.528339422)
Vavřinec;okres Kutná Hora;Point(15.033207066 49.913702406)
Vráž;okres Beroun;Point(14.128977545 49.983421886)
Vlksice;okres Písek;Point(14.441223823 49.480985119)
Zdětín;okres Mladá Boleslav;Point(14.812498477 50.312666738)
Malšice;okres Tábor;Point(14.578714721 49.363984347)
Hrdlív;okres Kladno;Point(14.072560518 50.1993352)
Staňkovice;okres Kutná Hora;Point(15.015144023 49.875446558)
Skorkov;okres Mladá Boleslav;Point(14.749349109 50.231767101)
Stehelčeves;okres Kladno;Point(14.190923809 50.171724872)
Pavlov;okres Kladno;Point(14.167117804 50.096458422)
Blatnice;okres Plzeň-sever;Point(13.156038483 49.719821165)
Ctiboř;okres Benešov;Point(14.904246842 49.736730352)
Choteč;okres Praha-západ;Point(14.282980204 49.986632727)
Svinařov;okres Kladno;Point(14.050344404 50.181391812)
Ostrov;okres Příbram;Point(14.014548114 49.611200308)
Malé Chrášťany;Sedlec;Point(14.3 49.0433)
Málkov;okres Beroun;Point(14.023604418 49.888293554)
Maršovice;okres Benešov;Point(14.564559218 49.713639906)
Třebešice;okres Kutná Hora;Point(15.337863956 49.927901821)
Korno;okres Beroun;Point(14.136922341 49.920562565)
Žeravice;správní obvod obce s rozšířenou působností Kyjov;Point(17.237266792 49.022897632)
Soběšice;okres Klatovy;Point(13.684124753 49.207893587)
Černíkov;okres Klatovy;Point(13.130058296 49.422776625)
Hříškov;okres Louny;Point(13.864335741 50.29142066)
Násedlovice;okres Hodonín;Point(16.960200728 49.012197131)
Mířkov;okres Domažlice;Point(12.880810641 49.589490501)
Tužice;okres Klatovy;Point(13.510479981 49.335001284)
Kostelecké Horky;okres Rychnov nad Kněžnou;Point(16.206923528 50.051690528)
Mšecké Žehrovice;okres Rakovník;Point(13.923199581 50.179095112)
Hlavnice;okres Opava;Point(17.727909463 49.924388182)
Uhlířov;okres Opava;Point(17.841345788 49.897052436)
Hřivice;okres Louny;Point(13.730321345 50.288200524)
Staré Buky;okres Trutnov;Point(15.848221219 50.537437046)
Lukavice;okres Rychnov nad Kněžnou;Point(16.293715182 50.200257905)
Bříšťany;okres Jičín;Point(15.620898519 50.316289841)
Ledce;okres Hradec Králové;Point(16.042800255 50.223851684)
Vacenovice;okres Hodonín;Point(17.174038708 48.945119178)
Obytce;okres Klatovy;Point(13.378558355 49.390774068)
Jezdkovice;okres Opava;Point(17.774857549 49.923029424)
Starý Jičín;okres Nový Jičín;Point(17.961724018 49.576856188)
Třtěnice;okres Jičín;Point(15.469210481 50.377444126)
Radim;okres Jičín;Point(15.428676097 50.45886522)
Dobré;okres Rychnov nad Kněžnou;Point(16.263838451 50.26978888)
Hejná;okres Klatovy;Point(13.67472335 49.289468154)
Prusice;okres Praha-východ;Point(14.877922136 49.968420788)
Žihobce;okres Klatovy;Point(13.631755575 49.215552217)
Trnová;okres Plzeň-sever;Point(13.32391214 49.861145607)
Kaceřov;okres Plzeň-sever;Point(13.512724987 49.870704911)
Dobřany;okres Rychnov nad Kněžnou;Point(16.285372419 50.322154815)
Chrastavice;okres Domažlice;Point(12.956849225 49.453664584)
Domoraz;okres Klatovy;Point(13.662028971 49.250719895)
Šardice;okres Hodonín;Point(17.028116699 48.96404691)
Nevolice;okres Domažlice;Point(12.933267964 49.42050961)
Liblín;okres Rokycany;Point(13.544304594 49.916908982)
Krtov;okres Tábor;Point(14.832509009 49.348518286)
Sněžné;okres Rychnov nad Kněžnou;Point(16.27734362 50.339950102)
Větřkovice;okres Opava;Point(17.820494874 49.780504666)
Koruna;okres Svitavy;Point(16.714915415 49.846828584)
Křesín;okres Litoměřice;Point(13.980820874 50.394602131)
Sviadnov;okres Frýdek-Místek;Point(18.327653435 49.689240668)
Počedělice;okres Louny;Point(13.887885859 50.37190797)
Zdelov;okres Rychnov nad Kněžnou;Point(16.142217939 50.100716573)
Holovousy;okres Jičín;Point(15.57751183 50.37532966)
Jistebnice;okres Tábor;Point(14.527636483 49.485604981)
Vrutice;okres Litoměřice;Point(14.289841931 50.502189896)
Pičín;okres Příbram;Point(14.057854785 49.745525815)
Žeravice;okres Hodonín;Point(17.237266792 49.022897632)
Vilémov;okres Havlíčkův Brod;Point(15.535888069 49.815710831)
Mrákov;okres Domažlice;Point(12.951237446 49.403253485)
Poděvousy;okres Domažlice;Point(13.131146696 49.527615263)
Úsilov;okres Domažlice;Point(13.126997212 49.396953228)
Čestice;okres Rychnov nad Kněžnou;Point(16.145796532 50.127855074)
Bystré;okres Rychnov nad Kněžnou;Point(16.255307538 50.32149011)
Násedlovice;správní obvod obce s rozšířenou působností Kyjov;Point(16.960200728 49.012197131)
Kozolupy;okres Plzeň-sever;Point(13.252158271 49.763897271)
Blažim;okres Plzeň-sever;Point(13.047675467 49.916023522)
Lišany;okres Rakovník;Point(13.742003316 50.147437333)
Obora;okres Plzeň-sever;Point(13.413669166 49.889567467)
Příkrý;okres Semily;Point(15.364615256 50.624980802)
Staré Smrkovice;okres Jičín;Point(15.494623387 50.336638615)
Libchyně;okres Náchod;Point(16.190834438 50.356889279)
Zvole;okres Praha-západ;Point(14.417751712 49.934737696)
Stěžery;okres Hradec Králové;Point(15.74838157 50.215766819)
Přílepy;okres Rakovník;Point(13.632665815 50.123268661)
Slavoňov;okres Náchod;Point(16.20401863 50.343787353)
Králova Lhota;okres Rychnov nad Kněžnou;Point(15.999091458 50.294444889)
Pláně;okres Plzeň-sever;Point(13.308319352 49.950280778)
Koloveč;okres Domažlice;Point(13.108806434 49.486893463)
Písková Lhota;okres Mladá Boleslav;Point(14.872202804 50.367515785)
Vražné;okres Nový Jičín;Point(17.866700519 49.628686413)
Vacenovice;správní obvod obce s rozšířenou působností Kyjov;Point(17.174038708 48.945119178)
Rakousy;okres Semily;Point(15.18763867 50.620380446)
Zahrádka;okres Plzeň-sever;Point(13.211695762 49.880852201)
Trokavec;okres Rokycany;Point(13.70229147 49.647015325)
Výrava;okres Hradec Králové;Point(15.979024961 50.269679812)
Okříšky;okres Třebíč;Point(15.769606412 49.245438505)
Vysoký Újezd;okres Beroun;Point(14.206261259 49.992210717)
Mlečice;okres Rokycany;Point(13.696028603 49.920385916)
Hřibiny-Ledská;okres Rychnov nad Kněžnou;Point(16.17396922 50.14808099)
Korolupy;správní obvod obce s rozšířenou působností Znojmo;Point(15.646198577 48.930201159)
Přívětice;okres Rokycany;Point(13.61218773 49.834787072)
Bystřice;okres Jičín;Point(15.24419846 50.39293879)
Hvozd;okres Plzeň-sever;Point(13.263182988 49.939836408)
Karlova Ves;okres Rakovník;Point(13.862465943 49.987369258)
