locationLabel;regionLabel;geoloc
Hrobce;okres Litoměřice;Point(14.230889068 50.462547252)
Mirkovice;okres Český Krumlov;Point(14.391254268 48.811053295)
Kladky;okres Prostějov;Point(16.841292119 49.65010408)
Stružnice;okres Česká Lípa;Point(14.450091094 50.696943893)
Pavlovice u Kojetína;okres Prostějov;Point(17.212529191 49.301967451)
Královice;okres Kladno;Point(14.055879365 50.263108047)
Frymburk;okres Klatovy;Point(13.707296588 49.249648842)
Klášterní Skalice;okres Kolín;Point(14.985349961 50.023585961)
Vigantice;okres Vsetín;Point(18.184048857 49.443775282)
Snědovice;okres Litoměřice;Point(14.387842365 50.503605565)
Rataje;okres Tábor;Point(14.44576607 49.350221871)
Val;okres Rychnov nad Kněžnou;Point(16.181159474 50.311082991)
Pouzdřany;okres Břeclav;Point(16.624869166 48.934454326)
Tisová;okres Tachov;Point(12.71387722 49.765293264)
Kunratice;okres Liberec;Point(15.026159378 50.921471833)
Lomnice;okres Brno-venkov;Point(16.413618748 49.404650424)
Fryšták;okres Zlín;Point(17.683480007 49.285206066)
Pec;okres Domažlice;Point(12.831214026 49.398688223)
Sovětice;okres Hradec Králové;Point(15.705832302 50.307497979)
Otvice;okres Chomutov;Point(13.450791525 50.480913432)
Pesvice;okres Chomutov;Point(13.484963802 50.46330459)
Radimovice;okres Liberec;Point(15.08217317 50.626412423)
Třebětice;okres Jindřichův Hradec;Point(15.520729175 49.047692758)
Velký Třebešov;okres Náchod;Point(16.006447785 50.392924002)
Staré Město;okres Šumperk;Point(16.947409616 50.161751097)
Olšany u Prostějova;okres Prostějov;Point(17.164596193 49.536464298)
Otinoves;okres Prostějov;Point(16.871704261 49.421195818)
Pouzdřany;správní obvod obce s rozšířenou působností Hustopeče;Point(16.624869166 48.934454326)
Lomnice;okres Sokolov;Point(12.632752421 50.211856548)
Mořice;okres Prostějov;Point(17.196909287 49.330487993)
Horní Podluží;okres Děčín;Point(14.54573487 50.881451461)
Strání;okres Uherské Hradiště;Point(17.706707843 48.902160274)
Olšany;okres Šumperk;Point(16.858998504 49.965107052)
Senička;okres Olomouc;Point(17.056322469 49.632233247)
Veverské Knínice;správní obvod obce s rozšířenou působností Rosice;Point(16.401845139 49.2369288)
Nítkovice;okres Kroměříž;Point(17.165911133 49.20364108)
Klec;okres Jindřichův Hradec;Point(14.748058358 49.099613642)
Ponědraž;okres Jindřichův Hradec;Point(14.701980798 49.11604359)
Střítež nad Ludinou;okres Přerov;Point(17.73894304 49.609336625)
Klec;klec;Point(14.748058358 49.099613642)
Otvovice;okres Kladno;Point(14.272999889 50.211639044)
Lampertice;okres Trutnov;Point(15.951062499 50.664623925)
Vysoká Pec;okres Chomutov;Point(13.470349672 50.520370329)
Kalek;okres Chomutov;Point(13.322056483 50.577828995)
Horní Stropnice;okres České Budějovice;Point(14.735013687 48.76131723)
Výkleky;okres Přerov;Point(17.475652744 49.554904733)
Křimov;okres Chomutov;Point(13.30156827 50.486124509)
Hartmanice;okres Klatovy;Point(13.454574137 49.169580586)
Hořenice;okres Náchod;Point(15.910915519 50.369221213)
Kohoutov;okres Trutnov;Point(15.904875441 50.451352507)
Vyšní Lhoty;okres Frýdek-Místek;Point(18.456946202 49.635790644)
Prostřední Poříčí;správní obvod obce s rozšířenou působností Boskovice;Point(16.497584064 49.572197421)
Senec;okres Rakovník;Point(13.706940057 50.066828319)
Brantice;okres Bruntál;Point(17.629168874 50.063506732)
Václavov u Bruntálu;okres Bruntál;Point(17.376334998 49.974642474)
Milotice nad Opavou;okres Bruntál;Point(17.542103218 49.995697132)
Zderaz;okres Chrudim;Point(16.100139268 49.828583019)
Poříčí u Litomyšle;okres Svitavy;Point(16.193846461 49.798379121)
Bílovice-Lutotín;okres Prostějov;Point(17.040083888 49.511004166)
Branka u Opavy;okres Opava;Point(17.88269656 49.887954563)
Žiželice;okres Kolín;Point(15.393267803 50.131972224)
Vysoká;okres Bruntál;Point(17.590311404 50.261393876)
Velká Štáhle;okres Bruntál;Point(17.357028793 49.929709948)
Vápno;okres Pardubice;Point(15.532967646 50.104269827)
Bousov;okres Chrudim;Point(15.535482263 49.901798802)
Ratíškovice;okres Hodonín;Point(17.16560453 48.920030396)
Dolní Hrachovice;okres Tábor;Point(14.797135892 49.486147518)
Býšť;okres Pardubice;Point(15.911230161 50.132474546)
Přepychy;okres Pardubice;Point(15.519955611 50.106405177)
Záhorovice;okres Uherské Hradiště;Point(17.779223939 49.022664542)
Lomnice;okres Bruntál;Point(17.415118801 49.871007795)
Úmonín;okres Kutná Hora;Point(15.271449297 49.888731738)
Starý Mateřov;okres Pardubice;Point(15.715178484 50.001683325)
Nejepín;okres Havlíčkův Brod;Point(15.60062363 49.744555826)
Hošťálkovy;okres Bruntál;Point(17.599584962 50.111605288)
Žlebské Chvalovice;okres Chrudim;Point(15.566768143 49.892756699)
Sudoměřice;okres Hodonín;Point(17.256756936 48.867241988)
Poběžovice u Holic;okres Pardubice;Point(16.000731092 50.097594827)
Kozmice;okres Opava;Point(18.155892834 49.912790846)
Dobev;okres Písek;Point(14.04712346 49.29580894)
Dražice;okres Tábor;Point(14.589981784 49.429323288)
Hrádek;okres Ústí nad Orlicí;Point(16.338360676 49.968242279)
Obořiště;okres Příbram;Point(14.151904324 49.742330457)
Chlustina;okres Beroun;Point(13.919578942 49.878025752)
Mříčná;okres Semily;Point(15.468887667 50.600763378)
Bystročice;okres Olomouc;Point(17.193552023 49.536260559)
Petrovice;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.292465353 49.006771723)
Chotěmice;okres Tábor;Point(14.876957818 49.275288294)
Tři Dvory;okres Kolín;Point(15.256553368 50.032011913)
Pravčice;okres Kroměříž;Point(17.495502288 49.324493417)
Rusín;okres Bruntál;Point(17.734286678 50.209785013)
Červený Újezd;okres Benešov;Point(14.604101184 49.555475431)
Kopidlo;okres Plzeň-sever;Point(13.464449622 49.943294278)
Řitonice;okres Mladá Boleslav;Point(15.108033507 50.408267796)
Ostrov u Bezdružic;okres Plzeň-sever;Point(13.042029077 49.900237181)
Oslnovice;správní obvod obce s rozšířenou působností Znojmo;Point(15.687402251 48.932137284)
Borušov;okres Svitavy;Point(16.735844031 49.775862233)
Velim;okres Kolín;Point(15.107178807 50.059714597)
Oleška;okres Praha-východ;Point(14.916743633 49.971658294)
Hroubovice;okres Chrudim;Point(15.990778299 49.882572322)
Nová Ves u Jarošova;okres Svitavy;Point(16.159956795 49.837573482)
Ohnišov;okres Rychnov nad Kněžnou;Point(16.213886995 50.322627164)
Ledečko;okres Kutná Hora;Point(14.948931014 49.849881872)
Malá Štáhle;okres Bruntál;Point(17.341508749 49.951410467)
Vysoká nad Labem;okres Hradec Králové;Point(15.82480852 50.15341569)
Zavidov;okres Rakovník;Point(13.620368681 50.056785341)
Široká Niva;okres Bruntál;Point(17.4852695 50.067478786)
Oslnovice;okres Znojmo;Point(15.687402251 48.932137284)
Moravskoslezský Kočov;okres Bruntál;Point(17.438239919 49.953139375)
Křelov-Břuchotín;okres Olomouc;Point(17.199566983 49.614729994)
Slabce;okres Rakovník;Point(13.714845421 50.000161947)
Kněževes;okres Praha-západ;Point(14.260419859 50.120263299)
Hněvošice;okres Opava;Point(18.008342697 50.002984258)
Markvartovice;okres Opava;Point(18.23607231 49.905937807)
Košíky;okres Uherské Hradiště;Point(17.416199086 49.15758985)
Petrovice;okres Znojmo;Point(16.292465353 49.006771723)
Modlíkov;okres Havlíčkův Brod;Point(15.770337503 49.608231876)
Sebranice;okres Svitavy;Point(16.249222291 49.771429009)
Lubná;okres Svitavy;Point(16.223742092 49.774124044)
Rohatsko;okres Mladá Boleslav;Point(15.104828955 50.440344378)
Chomle;okres Rokycany;Point(13.634560955 49.862368548)
Zbýšov;okres Kutná Hora;Point(15.353156476 49.811610823)
Čejkovice;okres Kutná Hora;Point(15.349714466 49.791877379)
Prosetín;okres Chrudim;Point(15.957699436 49.833062378)
Očelice;okres Rychnov nad Kněžnou;Point(16.067362565 50.23992426)
Licibořice;okres Chrudim;Point(15.759972394 49.876947921)
Jaroměřice;okres Svitavy;Point(16.751888319 49.625584916)
Ratíškovice;správní obvod obce s rozšířenou působností Hodonín;Point(17.16560453 48.920030396)
Ořech;okres Praha-západ;Point(14.296613313 50.02018472)
Hrdlořezy;okres Mladá Boleslav;Point(14.87548824 50.451457259)
Mistrovice;okres Ústí nad Orlicí;Point(16.571575546 50.023697881)
Trstěnice;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.195424308 48.986799082)
Býkov-Láryšov;okres Bruntál;Point(17.689369291 50.05263073)
Želeč;okres Prostějov;Point(17.097811753 49.34598117)
Životice u Nového Jičína;okres Nový Jičín;Point(18.047273852 49.557116789)
Čistá;okres Svitavy;Point(16.328729343 49.827254666)
Brumovice;okres Opava;Point(17.749636339 50.015293971)
Mutějovice;okres Rakovník;Point(13.709586809 50.194339753)
Sudoměřice;správní obvod obce s rozšířenou působností Hodonín;Point(17.256756936 48.867241988)
Kluky;okres Mladá Boleslav;Point(14.725277255 50.440281581)
Dolní Lochov;okres Jičín;Point(15.286558127 50.452684173)
Jeneč;okres Praha-západ;Point(14.214887225 50.08738107)
Velká Skrovnice;okres Ústí nad Orlicí;Point(16.316963678 50.030425875)
Čaková;okres Bruntál;Point(17.548198669 50.050258289)
Veselí;okres Pardubice;Point(15.618885262 50.011191348)
Klenová;okres Klatovy;Point(13.233214904 49.33354021)
Horka nad Moravou;okres Olomouc;Point(17.210737635 49.640098824)
Dlouhá Loučka;okres Svitavy;Point(16.641331649 49.700873354)
Dolní Roveň;okres Pardubice;Point(15.967803326 50.029313963)
Trstěnice;okres Znojmo;Point(16.195424308 48.986799082)
Tmaň;okres Beroun;Point(14.033886099 49.907154058)
Zápy;okres Praha-východ;Point(14.680124825 50.165067079)
Nové Město;okres Hradec Králové;Point(15.495180252 50.147720244)
Ochoz u Brna;okres Brno-venkov;Point(16.737250746 49.254226217)
Němčany;správní obvod obce s rozšířenou působností Slavkov u Brna;Point(16.919420407 49.164372661)
Dobromilice;okres Prostějov;Point(17.141562845 49.358455348)
Vojkovice;okres Brno-venkov;Point(16.608210526 49.051407976)
Oleksovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.248402299 48.902095073)
Stonava;okres Karviná;Point(18.525220752 49.816892739)
Nová Ves;okres Praha-východ;Point(14.535709295 50.219294186)
Tišnovská Nová Ves;správní obvod obce s rozšířenou působností Tišnov;Point(16.293606241 49.383919693)
Nový Hrádek;okres Náchod;Point(16.244455465 50.357309351)
Telecí;okres Svitavy;Point(16.181134202 49.69493912)
Nosislav;správní obvod obce s rozšířenou působností Židlochovice;Point(16.654316384 49.013828664)
Oleksovice;okres Znojmo;Point(16.248402299 48.902095073)
Nové Sedlo;okres Louny;Point(13.474915192 50.33973551)
Novosedlice;okres Teplice;Point(13.823145787 50.656421101)
Ruprechtov;okres Vyškov;Point(16.851409717 49.328671439)
Uhřice;správní obvod obce s rozšířenou působností Bučovice;Point(17.078667797 49.172364823)
Uhřice;okres Vyškov;Point(17.078667797 49.172364823)
Tišnovská Nová Ves;okres Brno-venkov;Point(16.293606241 49.383919693)
Olšany;správní obvod obce s rozšířenou působností Vyškov;Point(16.866071823 49.248057568)
Rájec;okres Šumperk;Point(16.903014014 49.856497758)
Nová Ves nad Nisou;okres Jablonec nad Nisou;Point(15.214755573 50.725195099)
Vážany;správní obvod obce s rozšířenou působností Vyškov;Point(17.050242293 49.244369734)
Nové Bránice;správní obvod obce s rozšířenou působností Ivančice;Point(16.441759434 49.071180355)
Nový Dvůr;okres Nymburk;Point(15.110942918 50.232203945)
Borač;správní obvod obce s rozšířenou působností Tišnov;Point(16.361139469 49.400847742)
Pernštejnské Jestřabí;správní obvod obce s rozšířenou působností Tišnov;Point(16.325632838 49.40635026)
Prádlo;okres Plzeň-jih;Point(13.541486117 49.503537843)
Třebčice;okres Plzeň-jih;Point(13.612106899 49.483468146)
Přísnotice;okres Brno-venkov;Point(16.613510507 49.003158205)
Přibyslavice;okres Brno-venkov;Point(16.266352998 49.278630692)
Popůvky;správní obvod obce s rozšířenou působností Šlapanice;Point(16.487586552 49.177396745)
Vranovice;okres Brno-venkov;Point(16.606605685 48.966025379)
Vojkovice;správní obvod obce s rozšířenou působností Židlochovice;Point(16.608210526 49.051407976)
Nížkovice;správní obvod obce s rozšířenou působností Slavkov u Brna;Point(16.901696774 49.109557701)
Nýrov;správní obvod obce s rozšířenou působností Boskovice;Point(16.542657176 49.525325962)
Nýdek;okres Frýdek-Místek;Point(18.756906921 49.65606088)
Nové Dvory;okres Litoměřice;Point(14.179497919 50.447678574)
Nová Ves;okres Liberec;Point(15.001177385 50.831564951)
Ves Touškov;okres Plzeň-jih;Point(13.119274632 49.661701706)
Obora;správní obvod obce s rozšířenou působností Boskovice;Point(16.605650171 49.452238269)
Pavlov;okres Šumperk;Point(16.879291074 49.7428106)
Borač;okres Brno-venkov;Point(16.361139469 49.400847742)
Ochoz u Brna;správní obvod obce s rozšířenou působností Šlapanice;Point(16.737250746 49.254226217)
Pernštejnské Jestřabí;okres Brno-venkov;Point(16.325632838 49.40635026)
Vstiš;okres Plzeň-jih;Point(13.248333353 49.644694461)
Rozhraní;okres Svitavy;Point(16.533404873 49.601689398)
Nýrov;okres Blansko;Point(16.542657176 49.525325962)
Nový Ples;okres Náchod;Point(15.949265443 50.32120928)
Nový Oldřichov;okres Česká Lípa;Point(14.442252128 50.765483919)
Olšany;okres Vyškov;Point(16.866071823 49.248057568)
Oselce;okres Plzeň-jih;Point(13.672860835 49.437297062)
Ostrovačice;správní obvod obce s rozšířenou působností Rosice;Point(16.40947391 49.210855554)
Suchohrdly u Miroslavi;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.363200931 48.943090458)
Losiná;okres Plzeň-město;Point(13.448382938 49.669292294)
Týniště nad Orlicí;okres Rychnov nad Kněžnou;Point(16.077768029 50.151400055)
Vážany;okres Vyškov;Point(17.050242293 49.244369734)
Obora;okres Blansko;Point(16.605650171 49.452238269)
Nová Olešná;okres Jindřichův Hradec;Point(15.160969451 49.175672371)
Němčany;okres Vyškov;Point(16.919420407 49.164372661)
Rohozec;správní obvod obce s rozšířenou působností Tišnov;Point(16.482873011 49.390344788)
Návsí;okres Frýdek-Místek;Point(18.759099851 49.587175973)
Spálov;okres Nový Jičín;Point(17.722446553 49.70410469)
Spytihněv;okres Zlín;Point(17.498091512 49.14115832)
Práče;správní obvod obce s rozšířenou působností Znojmo;Point(16.201176298 48.877075479)
Sudice;správní obvod obce s rozšířenou působností Boskovice;Point(16.668556583 49.52992574)
Přísnotice;správní obvod obce s rozšířenou působností Židlochovice;Point(16.613510507 49.003158205)
Velké Chvojno;okres Ústí nad Labem;Point(14.036811198 50.731675678)
Sobotovice;okres Brno-venkov;Point(16.557299173 49.059928351)
Nový Rychnov;okres Pelhřimov;Point(15.366215841 49.383571087)
Nová Ves;okres Rychnov nad Kněžnou;Point(16.050173817 50.130729527)
Práče;okres Znojmo;Point(16.201176298 48.877075479)
Rohozec;okres Brno-venkov;Point(16.482873011 49.390344788)
Vísky;správní obvod obce s rozšířenou působností Boskovice;Point(16.625639737 49.538461442)
Ochoz u Tišnova;správní obvod obce s rozšířenou působností Tišnov;Point(16.394261824 49.425624784)
Černíny;okres Kutná Hora;Point(15.21888088 49.840073192)
Sudice;okres Blansko;Point(16.668556583 49.52992574)
Noviny pod Ralskem;okres Česká Lípa;Point(14.746958889 50.692115409)
Suchohrdly u Miroslavi;okres Znojmo;Point(16.363200931 48.943090458)
Vranovice;správní obvod obce s rozšířenou působností Pohořelice;Point(16.606605685 48.966025379)
Nové Dvory;okres Kutná Hora;Point(15.327966752 49.968268378)
Předenice;okres Plzeň-jih;Point(13.396606787 49.624487949)
Vísky;okres Blansko;Point(16.625639737 49.538461442)
Vratislávka;správní obvod obce s rozšířenou působností Tišnov;Point(16.244059253 49.386448268)
Ochoz u Tišnova;okres Brno-venkov;Point(16.394261824 49.425624784)
Ostrovačice;okres Brno-venkov;Point(16.40947391 49.210855554)
Nosislav;okres Brno-venkov;Point(16.654316384 49.013828664)
Rožďalovice;okres Nymburk;Point(15.169699158 50.304821746)
Nížkovice;okres Vyškov;Point(16.901696774 49.109557701)
Opočno;okres Louny;Point(13.735315798 50.311570886)
Rovensko;okres Šumperk;Point(16.876296587 49.907705955)
Popůvky;okres Brno-venkov;Point(16.487586552 49.177396745)
Nové Bránice;okres Brno-venkov;Point(16.441759434 49.071180355)
Němčičky;správní obvod obce s rozšířenou působností Znojmo;Point(16.088409252 48.942285514)
Ruprechtov;správní obvod obce s rozšířenou působností Vyškov;Point(16.851409717 49.328671439)
Vratislávka;okres Brno-venkov;Point(16.244059253 49.386448268)
Stebno;okres Ústí nad Labem;Point(14.01730988 50.6151821)
Sobotovice;správní obvod obce s rozšířenou působností Židlochovice;Point(16.557299173 49.059928351)
Přibyslavice;správní obvod obce s rozšířenou působností Rosice;Point(16.266352998 49.278630692)
Němčičky;okres Znojmo;Point(16.088409252 48.942285514)
Loděnice;okres Brno-venkov;Point(16.463077822 49.011629148)
Lužice;okres Most;Point(13.754233029 50.491786367)
Lukov;okres Zlín;Point(17.729602776 49.290273695)
Pamětice;správní obvod obce s rozšířenou působností Boskovice;Point(16.644523257 49.549489122)
Lužany;okres Hradec Králové;Point(15.789248591 50.338131308)
Lochovice;okres Beroun;Point(13.981323319 49.853267849)
Jamolice;okres Znojmo;Point(16.253690629 49.072370553)
Suchý;okres Blansko;Point(16.762408201 49.482818439)
Loučná pod Klínovcem;okres Chomutov;Point(12.981577596 50.418684947)
Nové Město pod Smrkem;okres Liberec;Point(15.229546392 50.924963588)
Vysoké Popovice;okres Brno-venkov;Point(16.284875565 49.183060355)
Kroučová;okres Rakovník;Point(13.78402419 50.206859605)
Machov;okres Náchod;Point(16.276992906 50.499296391)
Šubířov;okres Prostějov;Point(16.81337562 49.602186572)
Pamětice;okres Blansko;Point(16.644523257 49.549489122)
Litenčice;okres Kroměříž;Point(17.208430895 49.202216257)
Líšnice;okres Šumperk;Point(16.876029135 49.755860898)
Mahouš;okres Prachatice;Point(14.255973414 49.047926212)
Všeradov;okres Chrudim;Point(15.837242541 49.747742444)
Lovčice;okres Hodonín;Point(17.054289721 49.063599772)
Lísek;okres Žďár nad Sázavou;Point(16.201177376 49.586872342)
Lochenice;okres Hradec Králové;Point(15.818984611 50.272105395)
Sedliště;okres Svitavy;Point(16.274868648 49.893911283)
Čermná nad Orlicí;okres Rychnov nad Kněžnou;Point(16.13216516 50.076403759)
Lužnice;okres Jindřichův Hradec;Point(14.756196067 49.063050482)
Pavlovice;okres Benešov;Point(14.933160093 49.71517852)
Litostrov;správní obvod obce s rozšířenou působností Rosice;Point(16.329435314 49.224411239)
Mackovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.30934149 48.883647138)
Lázně Toušeň;okres Praha-východ;Point(14.716080433 50.169336562)
Jíloviště;okres Praha-západ;Point(14.342798453 49.927600597)
Roudné;okres České Budějovice;Point(14.487445975 48.934958704)
Louka u Litvínova;okres Most;Point(13.636578855 50.587953099)
Medlovice;správní obvod obce s rozšířenou působností Vyškov;Point(17.092960605 49.274425787)
Osvětimany;okres Uherské Hradiště;Point(17.249687501 49.055784205)
Lubě;správní obvod obce s rozšířenou působností Blansko;Point(16.525989345 49.396202605)
Podomí;správní obvod obce s rozšířenou působností Vyškov;Point(16.833235672 49.344739899)
Nová Včelnice;okres Jindřichův Hradec;Point(15.072624474 49.239413262)
Mackovice;okres Znojmo;Point(16.30934149 48.883647138)
Lutín;okres Olomouc;Point(17.135754653 49.558466969)
Tupesy;okres Uherské Hradiště;Point(17.369834023 49.084279042)
Skořice;okres Rokycany;Point(13.705311016 49.677814742)
Rokytovec;okres Mladá Boleslav;Point(14.830765949 50.406591275)
Loděnice;správní obvod obce s rozšířenou působností Pohořelice;Point(16.463077822 49.011629148)
Libež;okres Benešov;Point(14.916819096 49.757484568)
Všehrdy;okres Plzeň-sever;Point(13.585134246 49.96376965)
Litvínovice;okres České Budějovice;Point(14.45146765 48.96214653)
Lukovany;správní obvod obce s rozšířenou působností Rosice;Point(16.297864258 49.162507205)
Loza;okres Plzeň-sever;Point(13.290423654 49.893903165)
Lubnice;správní obvod obce s rozšířenou působností Znojmo;Point(15.613866168 48.939513211)
Petrovice;okres Ústí nad Labem;Point(13.9762531 50.789108789)
Nabočany;okres Chrudim;Point(15.88693051 49.943812601)
Sázava;okres Ústí nad Orlicí;Point(16.640952719 49.908179504)
Otročiněves;okres Beroun;Point(13.978826817 49.980579408)
Čelechovice na Hané;okres Prostějov;Point(17.093826673 49.516279667)
Lubnice;okres Znojmo;Point(15.613866168 48.939513211)
Medlovice;okres Vyškov;Point(17.092960605 49.274425787)
Loukovec;okres Mladá Boleslav;Point(15.015804447 50.561973964)
Lysovice;správní obvod obce s rozšířenou působností Vyškov;Point(16.970545773 49.217928637)
Bělá;okres Opava;Point(18.144941636 49.972320074)
Podomí;okres Vyškov;Point(16.833235672 49.344739899)
Skalice;okres Tábor;Point(14.695229588 49.303446594)
Lužná;okres Rakovník;Point(13.770116624 50.123861497)
Litostrov;okres Brno-venkov;Point(16.329435314 49.224411239)
Lom u Tachova;okres Tachov;Point(12.692648042 49.818777613)
Lubě;okres Blansko;Point(16.525989345 49.396202605)
Pravy;okres Pardubice;Point(15.624220866 50.131827416)
Lovčice;správní obvod obce s rozšířenou působností Kyjov;Point(17.054289721 49.063599772)
Nová Ves u Chýnova;okres Tábor;Point(14.782998585 49.392767277)
Veltruby;okres Kolín;Point(15.184610147 50.070649635)
Loket;okres Benešov;Point(15.116935821 49.655550979)
Janov;okres Rakovník;Point(13.639881206 50.21049565)
Dobříkov;okres Ústí nad Orlicí;Point(16.133878314 50.002542056)
Radkovy;okres Přerov;Point(17.614852679 49.436125869)
Láz;okres Příbram;Point(13.916653155 49.652120879)
Kuňovice;okres Benešov;Point(14.999461559 49.658347443)
Loučeň;okres Nymburk;Point(15.020570006 50.285430077)
Vysoké Popovice;správní obvod obce s rozšířenou působností Rosice;Point(16.284875565 49.183060355)
Nasavrky;okres Tábor;Point(14.640594866 49.452023214)
Lipová;okres Prostějov;Point(16.861817978 49.525986278)
Lukovany;okres Brno-venkov;Point(16.297864258 49.162507205)
Černuc;okres Kladno;Point(14.202577502 50.301221171)
Lišnice;okres Most;Point(13.633100117 50.454538509)
Lomec;okres Klatovy;Point(13.267559091 49.371497593)
Jamolice;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.253690629 49.072370553)
Lysovice;okres Vyškov;Point(16.970545773 49.217928637)
Chříč;okres Plzeň-sever;Point(13.64595847 49.971907369)
Líšný;okres Jablonec nad Nisou;Point(15.212731379 50.646990017)
Lukov;okres Teplice;Point(13.885504567 50.528210048)
Loužnice;okres Jablonec nad Nisou;Point(15.267794952 50.679701243)
Libeř;okres Praha-západ;Point(14.48067892 49.924228727)
Strážkovice;okres České Budějovice;Point(14.569391987 48.899655398)
Roztoky u Jilemnice;okres Semily;Point(15.499840852 50.563836551)
Městec Králové;okres Nymburk;Point(15.297657206 50.207235649)
Líně;okres Plzeň-sever;Point(13.256980478 49.694823935)
Líšina;okres Plzeň-jih;Point(13.164760826 49.603601071)
Lodín;okres Hradec Králové;Point(15.610526553 50.270899964)
Petrovice;okres Ústí nad Orlicí;Point(16.541581993 49.988143359)
Suchý;správní obvod obce s rozšířenou působností Boskovice;Point(16.762408201 49.482818439)
Příkosice;okres Rokycany;Point(13.663498351 49.668364786)
Ločenice;okres České Budějovice;Point(14.527511289 48.824278274)
Řenče;okres Plzeň-jih;Point(13.414536349 49.579964251)
Štarnov;okres Olomouc;Point(17.2726206 49.686144047)
Šelešovice;okres Kroměříž;Point(17.360038443 49.254784719)
Štramberk;okres Nový Jičín;Point(18.117444108 49.591796793)
Študlov;okres Zlín;Point(18.083174207 49.162417744)
Buřenice;okres Pelhřimov;Point(15.066264599 49.552774619)
Petrovice;správní obvod obce s rozšířenou působností Blansko;Point(16.699771038 49.411889022)
Šatov;správní obvod obce s rozšířenou působností Znojmo;Point(16.009918369 48.793217152)
Špičky;okres Přerov;Point(17.807807724 49.548157353)
Šanov;okres Zlín;Point(17.898405252 49.045462252)
Římov;okres České Budějovice;Point(14.486843769 48.855693626)
Šebrov-Kateřina;správní obvod obce s rozšířenou působností Blansko;Point(16.598574262 49.329617588)
Štěpánovice;okres České Budějovice;Point(14.653352745 49.001899919)
Řikonín;okres Brno-venkov;Point(16.305728828 49.364421198)
Řečice;okres Pelhřimov;Point(15.371662487 49.6029362)
Šaratice;správní obvod obce s rozšířenou působností Slavkov u Brna;Point(16.803517499 49.117486791)
Šatov;okres Znojmo;Point(16.009918369 48.793217152)
Řícmanice;správní obvod obce s rozšířenou působností Šlapanice;Point(16.693958122 49.257489465)
Libáň;okres Jičín;Point(15.216929605 50.37547194)
Ostrožská Nová Ves;okres Uherské Hradiště;Point(17.436320784 49.004347222)
Šarovy;okres Zlín;Point(17.606866441 49.148586119)
Orlová;okres Karviná;Point(18.430155445 49.84524799)
Řevnice;okres Praha-západ;Point(14.235955055 49.914028256)
Řídeč;okres Olomouc;Point(17.256818965 49.76574139)
Štěnovický Borek;okres Plzeň-město;Point(13.426814243 49.649764342)
Špindlerův Mlýn;okres Trutnov;Point(15.609547041 50.726196345)
Škvořetice;okres Strakonice;Point(13.949152564 49.402498174)
Šemnice;okres Karlovy Vary;Point(12.97617982 50.237015278)
Štěkeň;okres Strakonice;Point(14.005910716 49.267231177)
Kyškovice;okres Litoměřice;Point(14.285969097 50.448281136)
Hajany;správní obvod obce s rozšířenou působností Šlapanice;Point(16.5549957 49.110844938)
Řepiště;okres Frýdek-Místek;Point(18.317109409 49.733360173)
Říčky;okres Brno-venkov;Point(16.355859223 49.232957456)
Šluknov;okres Děčín;Point(14.45270927 51.003759354)
Chrbonín;okres Tábor;Point(14.864326449 49.358730512)
Řeka;okres Frýdek-Místek;Point(18.571433705 49.641082269)
Šafov;správní obvod obce s rozšířenou působností Znojmo;Point(15.734655293 48.866853876)
Řepice;okres Strakonice;Point(13.933461655 49.280595326)
Petřvald;okres Karviná;Point(18.389449339 49.830981416)
Petrovice;okres Blansko;Point(16.699771038 49.411889022)
Drahenice;okres Příbram;Point(13.958443912 49.52093092)
Šafov;okres Znojmo;Point(15.734655293 48.866853876)
Šakvice;okres Břeclav;Point(16.714237751 48.897484903)
Říčany;správní obvod obce s rozšířenou působností Rosice;Point(16.39363527 49.215007277)
Šošůvka;správní obvod obce s rozšířenou působností Blansko;Point(16.751906034 49.410556369)
Šebrov-Kateřina;okres Blansko;Point(16.598574262 49.329617588)
Šindelová;okres Sokolov;Point(12.603407729 50.318769778)
Bílovice nad Svitavou;okres Brno-venkov;Point(16.672487897 49.247103517)
Chyšná;okres Pelhřimov;Point(15.099966687 49.586426651)
Šimonovice;okres Liberec;Point(15.052728486 50.706434809)
Říkovice;okres Přerov;Point(17.451253357 49.381553366)
Říčky v Orlických horách;okres Rychnov nad Kněžnou;Point(16.459088073 50.211022605)
Šakvice;správní obvod obce s rozšířenou působností Hustopeče;Point(16.714237751 48.897484903)
Štítary;správní obvod obce s rozšířenou působností Znojmo;Point(15.844289405 48.935147202)
Štoky;okres Havlíčkův Brod;Point(15.588664195 49.502535563)
Chýstovice;okres Pelhřimov;Point(15.079603907 49.585740795)
Štěchov;správní obvod obce s rozšířenou působností Boskovice;Point(16.50610705 49.452288646)
Cetoraz;okres Pelhřimov;Point(14.957343083 49.455297548)
Študlov;okres Svitavy;Point(16.498364876 49.602573988)
Říčany;okres Praha-východ;Point(14.654334421 49.991746433)
Štítná nad Vláří-Popov;okres Zlín;Point(17.975255294 49.06949405)
